Name,Author,Rating,Review
Bory Castle,Jozsef Nagy,5,Beautiful castle free parking outside and nice cafe across the road
Bory Castle,Weronika Orłowska,5,Very interesting and entertaining place. Not only art lovers will have fun here :)
Zámecká černá kuchyně,Zdenka Sardova,2,"The service is very pleasant, the garden is nice, the food is average, not corresponding to the higher price. Salad unseasoned, salmon without lemon, meat, potatoes, iceberg lettuce swimming in sauce... it would be half the price and not 170 CZK for a small salad with salmon without pastry."
Zámecká černá kuchyně,Aleš Šilhánek,4,Pleasant environment
Smetana's Litomyšl,Denys Kuznietsov,5,"This street is pretty much everything about Litomysl. And it's beautiful. Cafes, restaurants and shops at your service."
Smetana's Litomyšl,David Štegner,5,"It depends on your taste. If you choose performance that you like, atmosphere is unforgettable. :-)"
Smetana's Litomyšl,Attila Kurucz Dr.,4,Beautiful smart city with interesting historical places.
Smetana's Litomyšl,Petr Novak,4,B-)
Smetana's Litomyšl,Harsh Parmar,5,Peaceful place
Ambras Castle Innsbruck,Illy,5,"I strongly suggest you to go there on foot if you like hiking because you're going through such a nice natural environment as you can see from the pictures. However, don't forget to get something to drink before starting going there because your body will need to be kept hydrated since it's a bit steep and might be tiring for many. But still the view when you reach on the top is breathtaking! It's definitely worth seeing. You can also enjoy the garden area for free. Entrance fee is necessary only for the castle 🏰 So, you can consider going there for a nice weekend picnic."
Ambras Castle Innsbruck,Vijaylakshmi v n,5,"The castle is beautiful and has a lot of historical artefacts including paintings. I would recommend the audio guide for families with small kids. The castle grounds are huge and provide beautiful views of the alps. The grounds are very nice for hiking. Walking down the mountain and across the bridge at the end of the garden is a small cave in the rock which is interesting for kids. There are peacocks in the gardens which were also a great attraction. We arrived at the castle at around 10.00am which was perfect, it was very busy after noon time."
Ambras Castle Innsbruck,Dennis Gane,5,"Walking around the grounds and touring inside the Schloss itself is a great way to spend a leisurely afternoon or maybe even a little longer. If you have an interest in art and old weaponry, they have it. They also have a lovely little restaurant on site. The Weiner schnitzel and fries were great with a beer."
Ambras Castle Innsbruck,Rosie Free,5,"Don't miss this if you're visiting Innsbruck! We took the C bus from the old town, it didn't take long at all and was simple to find. Beautiful frozen grounds in winter, and breathtaking rooms inside. The exhibit of art and wonders had some of the most interesting treasures I'd ever seen, we really did not expect it. Worth the 12 Euros definitely."
Ambras Castle Innsbruck,Ibrahim Hossain,4,"If you come to visit Innsbruck, you shouldn't miss to visit this place. I didn't enter the main palace, but the outside scenario and small waterfall enough to like the place."
Zamek Firlejów,Юрій Тис,4,"In fact, it is even better than in Kazimierz. A more interesting exhibition."
Zamek Firlejów,Paweł Halicki,5,"One could say a classic Polish castle in terms of its state of preservation. What is worth seeing here is definitely the cloisters, which have 3 levels. The view from the top is phenomenal, you can see the Vistula. A small historical exhibition is also located within the castle. In addition, within the entire complex there is also a picturesque park with a manor house and a granary."
Zamek Firlejów,rino,5,I recommend it as one of the attractions in the Lublin region
Zamek Firlejów,Michał Kurowski,4,"The castle looks great from the outside, unfortunately, due to storms, some areas are closed until further notice. The price is reasonable, the price also includes admission to the eighteenth-century manor house. A view of the Vistula, and when you follow the path along the cliff there is a vantage point from which you can see Kazimierz Dolny."
Zamek Firlejów,Sebastian “bastian” Gie,5,Beautiful castle. Lots of sightseeing. Affordable price. Possibility to buy souvenirs. Views not rated!!! I recommend !!!
The Konopiste Castle,Rishabh Jain,5,It’s 30 mins drive from prague. Big ample parking for 60czk whole day. Very nice walk along the lake.
The Konopiste Castle,Raissa Denise De Austria,5,The place is really good for a day trip. Good place to discover history and how it changed. To know what happened to them and how beautiful where the armours. There are restaurant near. Big garden to wall around and even feed some animals. Its 30mins walk to city center to take transportation back to Prague. Great walk in the nature!
The Konopiste Castle,Diamantis Kyprianou,4,"There is train that can get you up to the castle it cost around 2,5 euro and needs around 8-10 min...you need to book a tour guy to get in the castle"
The Konopiste Castle,Daniel Čupec,4,Huge and fantastic gun collection from 15-16 cenceries. Amazing hunting collection. I was just missing time for detailed Couse.
